timeframe,profile,bars_loaded,bars_evaluated,passed_regime_filter,failed_regime_filter,passed_spread_filter,failed_spread_filter,passed_volatility_filter,failed_volatility_filter,passed_trend_filter,failed_trend_filter,passed_pullback_filter,failed_pullback_filter,passed_rsi_filter,failed_rsi_filter,passed_ema_filter,failed_ema_filter,passed_score_threshold,failed_score_threshold,generated_signal_count,actionable_signal_count,blocked_by_risk_governor,opened_shadow_trade_count,closed_trade_count,buy_signals,sell_signals,avg_spread,avg_atr,restrictiveness_score,top_no_trade_reasons,top_restrictive_filters
M30,ema_rsi_confirmed_v1,5000,4999,3508,1491,4980,19,1050,3949,4980,19,3444,1555,3554,1445,3983,1016,401,4598,71,71,0,23,23,71,0,25.0,336.319948,28.1896,"[{""reason"": ""volatility_too_low"", ""count"": 4500}, {""reason"": ""cooldown_after_loss"", ""count"": 2022}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2010}, {""reason"": ""ema_rsi_not_confirmed"", ""count"": 805}, {""reason"": ""ema_distance_too_far"", ""count"": 294}, {""reason"": ""regime_chop"", ""count"": 188}, {""reason"": ""extended_candle_no_chase"", ""count"": 40}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""score_threshold"", ""count"": 4598}, {""reason"": ""volatility_filter"", ""count"": 3949}, {""reason"": ""pullback_filter"", ""count"": 1555}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 1445}, {""reason"": ""ema_filter"", ""count"": 1016}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""trend_filter"", ""count"": 19}]"
M30,liquidity_sweep_v2_confirmed,5000,4999,4980,19,4980,19,2004,2995,4980,19,621,4378,0,4999,4897,102,215,4784,99,99,0,18,18,43,56,25.0,336.319948,34.6369,"[{""reason"": ""recent_edge_negative"", ""count"": 4452}, {""reason"": ""volatility_too_low"", ""count"": 3111}, {""reason"": ""liquidity_sweep_not_confirmed"", ""count"": 2219}, {""reason"": ""ema_distance_too_far"", ""count"": 39}, {""reason"": ""extended_candle_no_chase"", ""count"": 21}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""cooldown_after_loss"", ""count"": 8}]","[{""reason"": ""rsi_filter"", ""count"": 4999}, {""reason"": ""score_threshold"", ""count"": 4784}, {""reason"": ""pullback_filter"", ""count"": 4378}, {""reason"": ""volatility_filter"", ""count"": 2995}, {""reason"": ""ema_filter"", ""count"": 102}, {""reason"": ""regime_filter"", ""count"": 19}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""trend_filter"", ""count"": 19}]"
M30,trend_v3_pullback_confirmed,5000,4999,3508,1491,4980,19,458,4541,4780,219,4980,19,4195,804,4639,360,116,4883,63,63,0,16,16,63,0,25.0,336.319948,24.6769,"[{""reason"": ""volatility_too_low"", ""count"": 4496}, {""reason"": ""cooldown_after_loss"", ""count"": 2468}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2458}, {""reason"": ""score_too_low"", ""count"": 198}, {""reason"": ""weak_internal_scores"", ""count"": 164}, {""reason"": ""regime_chop"", ""count"": 53}, {""reason"": ""ema_distance_too_far"", ""count"": 22}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""waiting_confirmation"", ""count"": 16}, {""reason"": ""rsi_extreme_block"", ""count"": 10}]","[{""reason"": ""score_threshold"", ""count"": 4883}, {""reason"": ""volatility_filter"", ""count"": 4541}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 804}, {""reason"": ""ema_filter"", ""count"": 360}, {""reason"": ""trend_filter"", ""count"": 219}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M30,rsi_reversal_v2_confirmed,5000,4999,3508,1491,4980,19,403,4596,3530,1469,4980,19,3554,1445,4639,360,138,4861,70,70,0,14,14,70,0,25.0,336.319948,28.5257,"[{""reason"": ""volatility_too_low"", ""count"": 4542}, {""reason"": ""cooldown_after_loss"", ""count"": 2480}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2472}, {""reason"": ""score_too_low"", ""count"": 146}, {""reason"": ""weak_internal_scores"", ""count"": 136}, {""reason"": ""regime_chop"", ""count"": 48}, {""reason"": ""waiting_confirmation"", ""count"": 23}, {""reason"": ""ema_distance_too_far"", ""count"": 23}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""rsi_extreme_block"", ""count"": 15}]","[{""reason"": ""score_threshold"", ""count"": 4861}, {""reason"": ""volatility_filter"", ""count"": 4596}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""trend_filter"", ""count"": 1469}, {""reason"": ""rsi_filter"", ""count"": 1445}, {""reason"": ""ema_filter"", ""count"": 360}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
H1,anti_chop_v4_balanced,5000,4999,4123,876,4980,19,2699,2300,4980,19,3364,1635,4335,664,4783,216,1137,3862,370,370,0,13,13,370,0,25.0,553.729295,19.1858,"[{""reason"": ""drawdown_accelerating"", ""count"": 4273}, {""reason"": ""volatility_too_low"", ""count"": 2531}, {""reason"": ""trend_continuation_not_confirmed"", ""count"": 2367}, {""reason"": ""regime_chop"", ""count"": 264}, {""reason"": ""ema_distance_too_far"", ""count"": 103}, {""reason"": ""extended_candle_no_chase"", ""count"": 44}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""cooldown_after_loss"", ""count"": 6}]","[{""reason"": ""score_threshold"", ""count"": 3862}, {""reason"": ""volatility_filter"", ""count"": 2300}, {""reason"": ""pullback_filter"", ""count"": 1635}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""rsi_filter"", ""count"": 664}, {""reason"": ""ema_filter"", ""count"": 216}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""trend_filter"", ""count"": 19}]"
M30,anti_chop_v4_balanced,5000,4999,3508,1491,4980,19,1050,3949,4980,19,3444,1555,4450,549,4788,211,999,4000,168,168,0,13,13,168,0,25.0,336.319948,23.5907,"[{""reason"": ""drawdown_accelerating"", ""count"": 4934}, {""reason"": ""volatility_too_low"", ""count"": 3949}, {""reason"": ""trend_continuation_not_confirmed"", ""count"": 669}, {""reason"": ""regime_chop"", ""count"": 159}, {""reason"": ""ema_distance_too_far"", ""count"": 59}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""extended_candle_no_chase"", ""count"": 15}, {""reason"": ""cooldown_after_loss"", ""count"": 4}]","[{""reason"": ""score_threshold"", ""count"": 4000}, {""reason"": ""volatility_filter"", ""count"": 3949}, {""reason"": ""pullback_filter"", ""count"": 1555}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 549}, {""reason"": ""ema_filter"", ""count"": 211}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""trend_filter"", ""count"": 19}]"
M30,low_drawdown_v3_more_trades,5000,4999,3508,1491,4980,19,1360,3639,4353,646,3444,1555,4195,804,4639,360,525,4474,149,149,0,13,13,149,0,25.0,336.319948,25.9812,"[{""reason"": ""drawdown_accelerating"", ""count"": 4934}, {""reason"": ""volatility_too_low"", ""count"": 3639}, {""reason"": ""ema_rsi_not_confirmed"", ""count"": 881}, {""reason"": ""regime_chop"", ""count"": 214}, {""reason"": ""ema_distance_too_far"", ""count"": 117}, {""reason"": ""extended_candle_no_chase"", ""count"": 23}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""cooldown_after_loss"", ""count"": 4}]","[{""reason"": ""score_threshold"", ""count"": 4474}, {""reason"": ""volatility_filter"", ""count"": 3639}, {""reason"": ""pullback_filter"", ""count"": 1555}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 804}, {""reason"": ""trend_filter"", ""count"": 646}, {""reason"": ""ema_filter"", ""count"": 360}, {""reason"": ""spread_filter"", ""count"": 19}]"
M30,trend_continuation_v3_balanced,5000,4999,3508,1491,4980,19,1662,3337,4980,19,3444,1555,4601,398,4841,158,1143,3856,315,315,0,12,12,315,0,25.0,336.319948,21.6703,"[{""reason"": ""drawdown_accelerating"", ""count"": 4934}, {""reason"": ""volatility_too_low"", ""count"": 3337}, {""reason"": ""trend_continuation_not_confirmed"", ""count"": 1030}, {""reason"": ""regime_chop"", ""count"": 264}, {""reason"": ""ema_distance_too_far"", ""count"": 57}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""extended_candle_no_chase"", ""count"": 16}, {""reason"": ""cooldown_after_loss"", ""count"": 4}]","[{""reason"": ""score_threshold"", ""count"": 3856}, {""reason"": ""volatility_filter"", ""count"": 3337}, {""reason"": ""pullback_filter"", ""count"": 1555}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 398}, {""reason"": ""ema_filter"", ""count"": 158}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""trend_filter"", ""count"": 19}]"
M30,trend_continuation_v1,5000,4999,3508,1491,4980,19,1050,3949,4353,646,3444,1555,4450,549,4639,360,744,4255,155,155,0,12,12,155,0,25.0,336.319948,25.6531,"[{""reason"": ""volatility_too_low"", ""count"": 3949}, {""reason"": ""cooldown_after_loss"", ""count"": 2464}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2458}, {""reason"": ""trend_continuation_not_confirmed"", ""count"": 659}, {""reason"": ""regime_chop"", ""count"": 159}, {""reason"": ""ema_distance_too_far"", ""count"": 92}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""extended_candle_no_chase"", ""count"": 18}]","[{""reason"": ""score_threshold"", ""count"": 4255}, {""reason"": ""volatility_filter"", ""count"": 3949}, {""reason"": ""pullback_filter"", ""count"": 1555}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""trend_filter"", ""count"": 646}, {""reason"": ""rsi_filter"", ""count"": 549}, {""reason"": ""ema_filter"", ""count"": 360}, {""reason"": ""spread_filter"", ""count"": 19}]"
M30,capital_preservation_v3_balanced,5000,4999,3508,1491,4980,19,1050,3949,3801,1198,3444,1555,4084,915,4536,463,401,4598,92,92,0,12,12,92,0,25.0,336.319948,28.3817,"[{""reason"": ""drawdown_accelerating"", ""count"": 4934}, {""reason"": ""volatility_too_low"", ""count"": 3949}, {""reason"": ""ema_rsi_not_confirmed"", ""count"": 692}, {""reason"": ""regime_chop"", ""count"": 159}, {""reason"": ""ema_distance_too_far"", ""count"": 113}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""extended_candle_no_chase"", ""count"": 17}, {""reason"": ""cooldown_after_loss"", ""count"": 4}]","[{""reason"": ""score_threshold"", ""count"": 4598}, {""reason"": ""volatility_filter"", ""count"": 3949}, {""reason"": ""pullback_filter"", ""count"": 1555}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""trend_filter"", ""count"": 1198}, {""reason"": ""rsi_filter"", ""count"": 915}, {""reason"": ""ema_filter"", ""count"": 463}, {""reason"": ""spread_filter"", ""count"": 19}]"
M30,session_filtered_v1,5000,4999,3508,1491,4980,19,826,4173,3801,1198,3444,1555,4294,705,4381,618,653,4346,52,52,0,12,12,52,0,25.0,336.319948,28.2156,"[{""reason"": ""drawdown_accelerating"", ""count"": 4289}, {""reason"": ""volatility_too_low"", ""count"": 2933}, {""reason"": ""session_filter"", ""count"": 2185}, {""reason"": ""trend_continuation_not_confirmed"", ""count"": 306}, {""reason"": ""ema_distance_too_far"", ""count"": 112}, {""reason"": ""regime_chop"", ""count"": 64}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""extended_candle_no_chase"", ""count"": 13}, {""reason"": ""cooldown_after_loss"", ""count"": 2}]","[{""reason"": ""score_threshold"", ""count"": 4346}, {""reason"": ""volatility_filter"", ""count"": 4173}, {""reason"": ""pullback_filter"", ""count"": 1555}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""trend_filter"", ""count"": 1198}, {""reason"": ""rsi_filter"", ""count"": 705}, {""reason"": ""ema_filter"", ""count"": 618}, {""reason"": ""spread_filter"", ""count"": 19}]"
M30,anti_chop_v2_safe,5000,4999,3508,1491,4980,19,458,4541,3530,1469,4980,19,4294,705,4639,360,175,4824,31,31,0,12,12,31,0,25.0,336.319948,26.8614,"[{""reason"": ""volatility_too_low"", ""count"": 4517}, {""reason"": ""cooldown_after_loss"", ""count"": 2474}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2467}, {""reason"": ""score_too_low"", ""count"": 177}, {""reason"": ""weak_internal_scores"", ""count"": 153}, {""reason"": ""regime_chop"", ""count"": 54}, {""reason"": ""ema_distance_too_far"", ""count"": 32}, {""reason"": ""waiting_confirmation"", ""count"": 25}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""rsi_extreme_block"", ""count"": 19}]","[{""reason"": ""score_threshold"", ""count"": 4824}, {""reason"": ""volatility_filter"", ""count"": 4541}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""trend_filter"", ""count"": 1469}, {""reason"": ""rsi_filter"", ""count"": 705}, {""reason"": ""ema_filter"", ""count"": 360}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M30,trend_v2_drawdown_guard,5000,4999,3508,1491,4980,19,501,4498,4796,203,4980,19,4450,549,4639,360,175,4824,31,31,0,12,12,31,0,25.0,336.319948,23.9308,"[{""reason"": ""volatility_too_low"", ""count"": 4475}, {""reason"": ""cooldown_after_loss"", ""count"": 2474}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2467}, {""reason"": ""score_too_low"", ""count"": 188}, {""reason"": ""weak_internal_scores"", ""count"": 166}, {""reason"": ""regime_chop"", ""count"": 64}, {""reason"": ""ema_distance_too_far"", ""count"": 35}, {""reason"": ""waiting_confirmation"", ""count"": 25}, {""reason"": ""rsi_extreme_block"", ""count"": 20}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""score_threshold"", ""count"": 4824}, {""reason"": ""volatility_filter"", ""count"": 4498}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 549}, {""reason"": ""ema_filter"", ""count"": 360}, {""reason"": ""trend_filter"", ""count"": 203}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M30,anti_chop_v3_low_drawdown,5000,4999,3508,1491,4980,19,222,4777,2808,2191,4980,19,4084,915,4639,360,116,4883,22,22,0,12,12,22,0,25.0,336.319948,29.3159,"[{""reason"": ""volatility_too_low"", ""count"": 4754}, {""reason"": ""cooldown_after_loss"", ""count"": 2466}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2458}, {""reason"": ""score_too_low"", ""count"": 102}, {""reason"": ""weak_internal_scores"", ""count"": 89}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""regime_chop"", ""count"": 18}, {""reason"": ""ema_distance_too_far"", ""count"": 18}, {""reason"": ""waiting_confirmation"", ""count"": 15}, {""reason"": ""rsi_extreme_block"", ""count"": 12}]","[{""reason"": ""score_threshold"", ""count"": 4883}, {""reason"": ""volatility_filter"", ""count"": 4777}, {""reason"": ""trend_filter"", ""count"": 2191}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 915}, {""reason"": ""ema_filter"", ""count"": 360}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M30,quality_v3_conservative,5000,4999,3508,1491,4980,19,458,4541,2808,2191,4980,19,4084,915,4639,360,116,4883,22,22,0,12,12,22,0,25.0,336.319948,28.8438,"[{""reason"": ""volatility_too_low"", ""count"": 4521}, {""reason"": ""cooldown_after_loss"", ""count"": 2466}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2458}, {""reason"": ""score_too_low"", ""count"": 198}, {""reason"": ""weak_internal_scores"", ""count"": 165}, {""reason"": ""regime_chop"", ""count"": 54}, {""reason"": ""ema_distance_too_far"", ""count"": 32}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""waiting_confirmation"", ""count"": 17}, {""reason"": ""rsi_extreme_block"", ""count"": 16}]","[{""reason"": ""score_threshold"", ""count"": 4883}, {""reason"": ""volatility_filter"", ""count"": 4541}, {""reason"": ""trend_filter"", ""count"": 2191}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 915}, {""reason"": ""ema_filter"", ""count"": 360}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
H1,rsi_reversal_v2_confirmed,5000,4999,4123,876,4980,19,1527,3472,3838,1161,4980,19,3466,1533,4609,390,259,4740,90,90,0,11,11,90,0,25.0,553.729295,24.4249,"[{""reason"": ""recent_edge_negative"", ""count"": 3911}, {""reason"": ""volatility_too_low"", ""count"": 3823}, {""reason"": ""weak_internal_scores"", ""count"": 991}, {""reason"": ""score_too_low"", ""count"": 649}, {""reason"": ""rsi_extreme_block"", ""count"": 124}, {""reason"": ""regime_chop"", ""count"": 111}, {""reason"": ""waiting_confirmation"", ""count"": 108}, {""reason"": ""ema_distance_too_far"", ""count"": 106}, {""reason"": ""extended_candle_no_chase"", ""count"": 22}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""score_threshold"", ""count"": 4740}, {""reason"": ""volatility_filter"", ""count"": 3472}, {""reason"": ""rsi_filter"", ""count"": 1533}, {""reason"": ""trend_filter"", ""count"": 1161}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""ema_filter"", ""count"": 390}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
H1,trend_v3_pullback_confirmed,5000,4999,4123,876,4980,19,1636,3363,4704,295,4980,19,4072,927,4609,390,224,4775,85,85,0,11,11,85,0,25.0,553.729295,21.3323,"[{""reason"": ""recent_edge_negative"", ""count"": 3911}, {""reason"": ""volatility_too_low"", ""count"": 3695}, {""reason"": ""weak_internal_scores"", ""count"": 1100}, {""reason"": ""score_too_low"", ""count"": 736}, {""reason"": ""regime_chop"", ""count"": 115}, {""reason"": ""ema_distance_too_far"", ""count"": 114}, {""reason"": ""waiting_confirmation"", ""count"": 85}, {""reason"": ""rsi_extreme_block"", ""count"": 70}, {""reason"": ""extended_candle_no_chase"", ""count"": 24}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""score_threshold"", ""count"": 4775}, {""reason"": ""volatility_filter"", ""count"": 3363}, {""reason"": ""rsi_filter"", ""count"": 927}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""ema_filter"", ""count"": 390}, {""reason"": ""trend_filter"", ""count"": 295}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M30,momentum_v2_filtered,5000,4999,3508,1491,4980,19,403,4596,1659,3340,4980,19,4294,705,4639,360,175,4824,24,24,0,10,10,24,0,25.0,336.319948,30.7141,"[{""reason"": ""volatility_too_low"", ""count"": 4571}, {""reason"": ""cooldown_after_loss"", ""count"": 2474}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2467}, {""reason"": ""score_too_low"", ""count"": 147}, {""reason"": ""weak_internal_scores"", ""count"": 143}, {""reason"": ""regime_chop"", ""count"": 52}, {""reason"": ""ema_distance_too_far"", ""count"": 32}, {""reason"": ""waiting_confirmation"", ""count"": 25}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""rsi_extreme_block"", ""count"": 17}]","[{""reason"": ""score_threshold"", ""count"": 4824}, {""reason"": ""volatility_filter"", ""count"": 4596}, {""reason"": ""trend_filter"", ""count"": 3340}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 705}, {""reason"": ""ema_filter"", ""count"": 360}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M30,quality_v4_strict_rr,5000,4999,3508,1491,4980,19,309,4690,2430,2569,4980,19,3849,1150,4639,360,72,4927,19,19,0,10,10,19,0,25.0,336.319948,31.4561,"[{""reason"": ""volatility_too_low"", ""count"": 4671}, {""reason"": ""cooldown_after_loss"", ""count"": 2466}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2458}, {""reason"": ""score_too_low"", ""count"": 142}, {""reason"": ""weak_internal_scores"", ""count"": 116}, {""reason"": ""regime_chop"", ""count"": 34}, {""reason"": ""ema_distance_too_far"", ""count"": 24}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""rsi_extreme_block"", ""count"": 17}, {""reason"": ""waiting_confirmation"", ""count"": 10}]","[{""reason"": ""score_threshold"", ""count"": 4927}, {""reason"": ""volatility_filter"", ""count"": 4690}, {""reason"": ""trend_filter"", ""count"": 2569}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 1150}, {""reason"": ""ema_filter"", ""count"": 360}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M30,low_drawdown_v1,5000,4999,3508,1491,4980,19,403,4596,2430,2569,4980,19,3849,1150,4639,360,72,4927,19,19,0,10,10,19,0,25.0,336.319948,31.2681,"[{""reason"": ""volatility_too_low"", ""count"": 4577}, {""reason"": ""cooldown_after_loss"", ""count"": 2466}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2458}, {""reason"": ""score_too_low"", ""count"": 178}, {""reason"": ""weak_internal_scores"", ""count"": 147}, {""reason"": ""regime_chop"", ""count"": 49}, {""reason"": ""ema_distance_too_far"", ""count"": 31}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""rsi_extreme_block"", ""count"": 17}, {""reason"": ""waiting_confirmation"", ""count"": 12}]","[{""reason"": ""score_threshold"", ""count"": 4927}, {""reason"": ""volatility_filter"", ""count"": 4596}, {""reason"": ""trend_filter"", ""count"": 2569}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 1150}, {""reason"": ""ema_filter"", ""count"": 360}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M30,atr_trailing_v1,5000,4999,3508,1491,4980,19,826,4173,3530,1469,3444,1555,4294,705,4381,618,562,4437,95,95,0,9,9,95,0,25.0,336.319948,29.9398,"[{""reason"": ""volatility_too_low"", ""count"": 4173}, {""reason"": ""cooldown_after_loss"", ""count"": 2464}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2458}, {""reason"": ""trend_continuation_not_confirmed"", ""count"": 500}, {""reason"": ""ema_distance_too_far"", ""count"": 126}, {""reason"": ""regime_chop"", ""count"": 125}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""extended_candle_no_chase"", ""count"": 15}]","[{""reason"": ""score_threshold"", ""count"": 4437}, {""reason"": ""volatility_filter"", ""count"": 4173}, {""reason"": ""pullback_filter"", ""count"": 1555}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""trend_filter"", ""count"": 1469}, {""reason"": ""rsi_filter"", ""count"": 705}, {""reason"": ""ema_filter"", ""count"": 618}, {""reason"": ""spread_filter"", ""count"": 19}]"
M30,momentum_v3_no_chase,5000,4999,3508,1491,4980,19,309,4690,1302,3697,4980,19,3849,1150,4639,360,72,4927,14,14,0,9,9,14,0,25.0,336.319948,39.7125,"[{""reason"": ""volatility_too_low"", ""count"": 4671}, {""reason"": ""cooldown_after_loss"", ""count"": 2466}, {""reason"": ""block_after_consecutive_losses"", ""count"": 2458}, {""reason"": ""score_too_low"", ""count"": 142}, {""reason"": ""weak_internal_scores"", ""count"": 118}, {""reason"": ""regime_chop"", ""count"": 37}, {""reason"": ""ema_distance_too_far"", ""count"": 25}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""rsi_extreme_block"", ""count"": 18}, {""reason"": ""waiting_confirmation"", ""count"": 10}]","[{""reason"": ""score_threshold"", ""count"": 4927}, {""reason"": ""volatility_filter"", ""count"": 4690}, {""reason"": ""trend_filter"", ""count"": 3697}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 1150}, {""reason"": ""ema_filter"", ""count"": 360}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
M30,breakout_pullback_v3_balanced,5000,4999,3508,1491,4980,19,1662,3337,4980,19,907,4092,4450,549,4788,211,709,4290,23,23,0,7,7,23,0,25.0,336.319948,31.0216,"[{""reason"": ""volatility_too_low"", ""count"": 3937}, {""reason"": ""pullback_not_confirmed"", ""count"": 2022}, {""reason"": ""cooldown_after_loss"", ""count"": 1719}, {""reason"": ""block_after_consecutive_losses"", ""count"": 1714}, {""reason"": ""regime_chop"", ""count"": 381}, {""reason"": ""ema_distance_too_far"", ""count"": 123}, {""reason"": ""extended_candle_no_chase"", ""count"": 35}, {""reason"": ""insufficient_history"", ""count"": 19}]","[{""reason"": ""score_threshold"", ""count"": 4290}, {""reason"": ""pullback_filter"", ""count"": 4092}, {""reason"": ""volatility_filter"", ""count"": 3337}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 549}, {""reason"": ""ema_filter"", ""count"": 211}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""trend_filter"", ""count"": 19}]"
M30,capital_preservation_v1,5000,4999,3508,1491,4980,19,309,4690,2086,2913,4980,19,3554,1445,4639,360,44,4955,6,6,0,7,7,6,0,25.0,336.319948,48.7904,"[{""reason"": ""volatility_too_low"", ""count"": 8206}, {""reason"": ""score_too_low"", ""count"": 818}, {""reason"": ""weak_internal_scores"", ""count"": 784}, {""reason"": ""rsi_extreme_block"", ""count"": 63}, {""reason"": ""regime_chop"", ""count"": 38}, {""reason"": ""ema_distance_too_far"", ""count"": 25}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""waiting_confirmation"", ""count"": 16}, {""reason"": ""cooldown_after_loss"", ""count"": 6}, {""reason"": ""extended_candle_no_chase"", ""count"": 3}]","[{""reason"": ""score_threshold"", ""count"": 4955}, {""reason"": ""volatility_filter"", ""count"": 4690}, {""reason"": ""trend_filter"", ""count"": 2913}, {""reason"": ""regime_filter"", ""count"": 1491}, {""reason"": ""rsi_filter"", ""count"": 1445}, {""reason"": ""ema_filter"", ""count"": 360}, {""reason"": ""spread_filter"", ""count"": 19}, {""reason"": ""pullback_filter"", ""count"": 19}]"
H1,atr_trailing_v1,5000,4999,4123,876,4980,19,2354,2645,3838,1161,3364,1635,4146,853,4321,678,757,4242,222,222,0,6,6,222,0,25.0,553.729295,28.2228,"[{""reason"": ""max_adverse_excursion_filter"", ""count"": 4268}, {""reason"": ""volatility_too_low"", ""count"": 2918}, {""reason"": ""trend_continuation_not_confirmed"", ""count"": 1902}, {""reason"": ""ema_distance_too_far"", ""count"": 359}, {""reason"": ""regime_chop"", ""count"": 226}, {""reason"": ""extended_candle_no_chase"", ""count"": 67}, {""reason"": ""insufficient_history"", ""count"": 19}, {""reason"": ""cooldown_after_loss"", ""count"": 4}]","[{""reason"": ""score_threshold"", ""count"": 4242}, {""reason"": ""volatility_filter"", ""count"": 2645}, {""reason"": ""pullback_filter"", ""count"": 1635}, {""reason"": ""trend_filter"", ""count"": 1161}, {""reason"": ""regime_filter"", ""count"": 876}, {""reason"": ""rsi_filter"", ""count"": 853}, {""reason"": ""ema_filter"", ""count"": 678}, {""reason"": ""spread_filter"", ""count"": 19}]"
